x, y
0.0000315955766192733, 0
0.0006161137440758294, 602.608695652174
0.0022432859399684046, 601.2040133779265
0.0037440758293838866, 601.6722408026756
0.005086887835703002, 601.6722408026756
0.006635071090047393, 601.6722408026756
0.007930489731437599, 603.0769230769231
0.009447077409162718, 601.6722408026756
0.011121642969984203, 603.5451505016723
0.012669826224328594, 601.2040133779265
0.014565560821484993, 602.608695652174
0.01783570300157978, 601.2040133779265
0.020347551342812006, 602.608695652174
0.02364928909952607, 601.2040133779265
0.02579778830963665, 603.0769230769231
0.026729857819905216, 600.7357859531772
0.027093206951026856, 585.2842809364548
0.02778830963665087, 166.2207357859532
0.02778830963665087, 166.2207357859532
0.02835703001579779, 91.30434782608697
0.028672985781990522, 60.869565217391305
0.02976303317535545, 27.62541806020067
0.005086887835703002, 601.6722408026756
